abandon 放弃；放纵$0
foreclose 排除；取消抵押品的赎回权$0
forensic 法庭的，辩论的$0
foreword 前言，序$0
forfeiture 丧失$0
forlorn 孤独的；凄凉的$0
formative 形成的，影响发展的$0
forswear 誓绝，放弃$0
fort 要塞，城堡$0
fractional 微小的，极小的$0
fraternal 兄弟的；友善的$0
fraternity 同类人；友爱$0
fray 吵架，打斗；磨破$0
freak 怪物，奇事；反常的$0
fretwork 格子细工$0
frisk 欢跃；娱乐$0
fritter 愚蠢地浪费$0
frolic 嬉戏；雀跃$0
frolicsome 快活的，欢乐的$0
frowzy 不整洁的，污秽的$0
fructify 结果实；成功$0
funereal 适于葬礼的；忧郁的$0
furbish 磨光，刷新$0
fury 狂怒，狂暴，激烈；狂怒的人；复仇女神$0
fustian 空洞的话，无意义的高调$0
gab 饶舌，爱说话；空谈，瞎扯；闲逛，游荡$0
gabble 急促而不清楚地说$0
gaiety 欢乐，快活$0
gale 狂风；一阵$0
gallop 飞奔；疾驰$0
gallows 绞刑架，绞台$0
gamut 全音阶；全部知识$0
gander 雄鹅；笨人；闲逛$0
gangling 瘦长难看的$0
gangly 身材瘦长的$0
gangrene 坏疽$0
garland 花环，奖品$0
garret 阁楼，顶楼小室$0
gastric 胃的，胃部的$0
gastritis 胃炎$0
gastronomy 美食法$0
gauche 笨拙的，不会社交的$0
gaunt 憔悴的，瘦削的$0
genuflect 屈膝半跪；屈从$0
gestate 怀孕，孕育$0
gesticulate 做手势表达$0
ghastly 可怕的，惊人的，惨白的$0
girdle 腰带；转绕物；环绕$0
glamorous 迷人的，富有魅力的$0
gleam 亮光，闪光；使闪光$0
glee 欢喜，高兴$0
glimpse 瞥见，看一眼$0
glitter 闪烁，闪耀；灿烂的光华；诱惑力，魅力$0
gloaming 黄昏，薄暮$0
glorify 吹捧，美化$0
gloss-over 潦草地或敷衍地处理某事$0
gnat 对小事斤斤计较，琐事$0
gnawing 痛苦的，折磨人的$0
gnome 地下宝藏的守护神，地精；格言$0
gnomic 格言的，精辟的$0
goggle 护目镜；睁眼看$0
gorgeous 美丽的；极好的$0
gormandize 拼命吃，贪吃$0
gosling 小鹅；年轻无知的人$0
governance 统治，支配$0
granary 谷仓，粮仓$0
granule 小粒，微粒$0
gratis 不付款的，免费的$0
greenhorn 初学者；容易受骗的人$0
gridiron 烤架；橄榄球场$0
grotesque 怪诞的，古怪的$0
growl 咆哮，吼叫$0
grudge 吝啬；不满$0
gruesome 令人毛骨悚然的，恶心的$0
gruff 粗野的$0
grumpy 脾气暴躁的$0
gulch 深谷，峡谷$0
gull 海鸥；易上当的人；欺骗$0
gusto 爱好；兴致勃勃$0
gutless 没有勇气的，怯懦的$0
guttle 狼吞虎咽$0
gynaecocracy 妇女当政$0
habitable 可居住的$0
haft 柄，把柄$0
haggard 憔悴的，消瘦的$0
haggle 讨价还价$0
hamstring 切断腿筋使成跛腿，使残废$0
hardbitten 不屈的，顽强的$0
hardihood 大胆，莽撞$0
hassle 激烈的辩论$0
hatchet 短柄小斧$0
hawker 沿街叫卖之小贩$0
hawser 粗绳，大钢索$0
hearsay 谣传，道听途说$0
heave 用力举$0
hedgehog 刺猬$0
hedonic 享乐的；享乐主义学说$0
hedonism 享乐主义；享乐$0
heliotrope 向阳植物$0
helm 舵，驾驶盘$0
helot 奴隶；受人轻视之人$0
helve 斧柄$0
henpecked 顺从妻子的，惧内的$0
hepatitis 肝炎$0
herald 传令官；预示；先驱$0
herdsman 牧人$0
heyday 全盛时期，青春期$0
hilt 柄$0
hinterland 内地；穷乡僻壤$0
hippopotamus 河马$0
hoarse 嘶哑的，粗哑的$0
hobble 蹒跚；跛行$0
holcaust 大屠杀，浩劫$0
holograph 亲笔信$0
homely 朴素的；不漂亮的$0
homily 说教，训诫$0
homograph 同形异义字$0
horology 测时法，钟表制造术$0
horrendous 可怕的，令人恐惧的$0
howler 嚎叫的人或动物；滑稽可笑的错误$0
hubbub 嘈杂，喧哗$0
huddle 挤成一堆；一对人$0
hunk 大块$0
hut 简陋的房子，棚$0
hygiene 卫生学；卫生$0
hypodermic 皮下注射的$0
icing 糖衣，糖霜$0
idol 神像；偶像$0
idolatrize 奉为偶像，盲目崇拜$0
idolize 将…当作偶像崇拜；极度喜爱或仰慕$0
illegible 难读的，难认的$0
illiberal 气量狭窄的$0
illustrious 著名的，显赫的$0
imbecile 心智能力极低的人$0
immortal 不朽的，流芳百世的$0
impend 进行威胁；即将发生$0
imperil 使陷于危险中，危及$0
imprecation 祈求，诅咒$0
imputation 归咎，归罪$0
impute 归咎于$0
incertitude 疑惑，不确定$0
incisor 门牙$0
incongruent 不协调的，不和谐的，不合适的$0
incorporeal 无实体的，非物质的 ，灵魂的$0
incrustation 硬壳，外层$0
indite 写，赋$0
inebriate 使…醉；酒鬼，酒徒$0
ineffaceable 抹不掉的$0
ineligible 没有资格的$0
inexpedient 不适当的，不明智的$0
inexpiable 不能补偿的$0
infatuate 使迷恋；使糊涂$0
infatuated 迷恋的$0
infernal 地域的；可恶的$0
infliction 痛苦，刑法$0
informer 告发者，告密者$0
ingress 进入$0
insane 疯狂的$0
insanity 疯狂；愚昧$0
inscription 铭刻；题字$0
insolate 使暴晒$0
insouciance 漠不关心，漫不经心$0
installment 分期付款；安装$0
insuperable 难以克服的$0
interdisciplinary 跨学科的$0
interlace 编织；交错$0
interlocutor 对话者，谈话者$0
interlope 干涉他人之事$0
interloper 闯入者$0
interstice 细裂缝，空隙$0
interweave 交织，编结$0
intestate 未留遗嘱的$0
intestine 肠；内部的$0
intumescence 肿大，肿胀$0
investiture 任职仪式，授权仪式$0
invigilate 监考$0
invoice 发票，发货清单；给开发票$0
iridescence 彩虹色$0
irradiate 使明亮，生辉$0
iterate 重做，反复重申$0
jamboree 快乐、喧闹的集会$0
jape(at) 开玩笑或讽刺$0
jesting 滑稽的；爱开玩笑的$0
jitters 紧张不安$0
jolly 欢乐的，快乐的$0
jubilant 喜悦的，欢呼的$0
juncture 危机关头；结合处$0
jurisprudence 法律学，法学$0
kaleidoscopic 千变万化的$0
kiosk 售货亭；电话亭$0
knoll 小山，小圆丘$0
laceration 撕裂；裂口$0
lackey 卑躬屈膝者，走卒$0
laggard 缓慢的；落后的；落后者$0
lamentable 令人惋惜的，悔恨的$0
laminate 切成薄板$0
lapidary 宝石工，宝石专家$0
latch 门闩；用门闩闩牢$0
layman 普通信徒；门外汉$0
layover 旅途中的短暂停留$0
lean 倾斜；斜靠；瘦骨嶙峋的$0
leash 绳子$0
leeward 顺风的$0
leeway 余地$0
legible 易读的$0
lesion 伤口，损害$0
lexical 词汇的；词典的$0
lexicon 词典$0
libelous 诽谤的$0
libido 性欲；生命力$0
licit 不禁止的，合法的$0
ligature 绑缚之物$0
limbo 不稳定，中间状态$0
lineal 直系的，嫡系的$0
lineaments 特征；轮廓$0
lingual 舌的；语言的$0
littoral 海岸的；海滨，沿海地区$0
livid 青灰色的；苍白的；狂怒的$0
loam 沃土$0
locust 蝗虫；贪吃的人$0
locution 语言风格；惯用语$0
loft 阁楼，顶楼$0
logjam 浮木阻塞；阻塞状态；僵局$0
loiter 游荡；徘徊$0
lore 只是；传说$0
lout 粗人$0
lowbred 粗野的，鲁莽的$0
luricious 光滑的；好色的$0
lucre 钱，利益$0
lucubrate 刻苦攻读，埋头苦干$0
lure 诱惑力；引诱$0
luscious 美味的；肉感的$0
lusty 精力充沛的$0
lynch 私刑处死$0
mackintosh 雨衣；防水胶布$0
maculate 有斑点的$0
maestro 艺术大师；音乐大师$0
magniloquent 夸张的$0
maim 使残废$0
makeshift 代用品；权宜之计$0
malediction 诅咒$0
malefactor 罪犯，作恶者$0
maleficent 有害的，犯罪的$0
malice 恶意，怨恨$0
malignant 恶毒的，充满恨意的$0
mallet 木槌，大头锤$0
malodor 恶臭$0
manacle 手铐$0
maneuver 调遣；策略，操纵$0
mangy 患疥癣的；污秽的$0
maraud 抢劫，掠夺$0
mariner 水手，海员$0
marrow 骨髓；精华$0
matador 斗牛士$0
matriarchy 母奴制，妇女统治$0
matriculate 录取$0
maxim 格言，普遍真理$0
mayhem 严重伤害罪$0
medicate 用药医治，加入药物$0
megalomania 自大狂$0
memento 纪念品$0
menial 仆人的，卑微的；家仆$0
mermaid 美人鱼$0
mesmerism 催眠术，催眠状态$0
mesmerize 对…催眠；迷住$0
metallurgy 冶金$0
miasma 瘴气；不健康的环境或影响$0
midget 侏儒$0
mien 风采，态度$0
militant 好战的，好暴力的$0
millennium 一千年；太平盛世$0
miraculous 奇迹的，不可思议的$0
miscellany 混合物$0
missive 信件；公函$0
mistimed 不合时机的$0
mistral 寒冷干燥的强风$0
molest 骚扰，干扰$0
monastery 男修道院，僧院$0
monograph 专题论文$0
monopolize 垄断，独占$0
monotone 单调的$0
monstrous 巨大的；可怕的$0
moody 喜怒无常的，脾气坏的$0
moor 旷野地，荒野；使停泊$0
mope 抑郁不乐，生闷气；忧郁的人；情绪低落$0
morass 沼泽地；困境；陷入困境$0
moron 极蠢之人，低能儿$0
motile 能动的，有自动力的$0
mottle 使成杂色$0
mountebank 江湖郎中，骗子$0
muddle 混乱，迷惑$0
muddy 多泥的；浑浊的，不纯的$0
muggy 闷热而潮湿的$0
mulct 罚金；处以罚金；诈取，诈骗$0
multifarious 多种的，各式各样的$0
multitude 多数；大众，平民$0
muniments 契据，房契$0
musty 发霉的，有霉臭的$0
mutilate 残害；切断$0
mutinous 叛变的；反抗的$0
mutton 羊肉$0
muzzy 头脑糊涂的$0
naivety 天真，纯朴，幼稚$0
nasal 鼻的；有鼻音的$0
natation 游泳，游泳术$0
naysayer 怀疑者，否定者$0
necessitous 贫困的；急需的$0
necropolis 大墓地，公墓$0
nectar 琼浆玉液；花蜜$0
nemisis 报应，天罚$0
neonate 初生儿$0
nephritis 肾炎$0
nestle 舒适地安顿；依偎$0
nestling 尚未离巢的小鸟$0
nethermost 最低的，最下方的$0
niggard 吝啬鬼$0
niggling 琐碎的$0
nihilism 虚无主义；民粹主义$0
nimble 敏捷的，灵活的$0
nippers 钳子，镊子$0
nipping 尖酸的；刺骨的$0
nonesuch 无匹敌的人$0
nonpareil 无匹敌的$0
noose 绳套，绞索$0
notability 著名，显著$0
nude 赤裸的；裸体者$0
numerology 数字命理学$0
numinous 庄严的，神圣的$0
numismatic 钱币学的$0
nuptial 婚姻的，婚礼的$0
nymph 年轻女神；少女$0
oar 桨；划$0
oatmeal 燕麦片$0
obelisk 方尖碑$0
oblation 宗教的供品，祭品$0
observance 遵守，奉行$0
obtrude 突出；强加$0
occidental 西方$0
ocular 眼睛的；视觉的$0
oddment 残余物，零头$0
odoriferous 有气味的$0
olfactory 嗅觉的$0
oligarch 寡头政治执政者$0
omnivorous 杂食的；兴趣杂的$0
onslaught 猛攻，猛袭$0
onus 义务，负担$0
ooze 慢慢地流，渗出；逐渐消失$0
opiate 安眠药，鸦片制剂$0
optimization 最优化$0
opus 巨著；音乐作品$0
oracular 神谕的；意义模糊的$0
orifice 小开口，小孔$0
orotund 洪亮的；夸张的$0
otiose 不必要的，多余的$0
outfox 以机智胜过$0
oversight 疏忽，失察，勘漏$0
overweening 自负的，过于自信的$0
palaver 空谈；奉承$0
paling 篱笆，木栅栏$0
pamper 纵容，过分关怀$0
pane 窗格玻璃$0
panoramic 全景的，全貌的，概论的$0
pantechnicon 家具仓库，家具搬运车$0
pantheon 万神殿$0
paralyze 使瘫痪；使无效$0
parley 和谈；会谈；和谈，会谈$0
parlous 靠不住的，危险的$0
parochial 教区的；地方性的，狭小的$0
parturition 生产，分娩$0
pastor 牧师；牧人$0
pathetic 引起怜悯的；令人难过的$0
pathos 感伤，哀婉，悲怆$0
pawn 典当，抵押；被利用的小人物$0
peaky 消瘦的，虚弱的$0
peculate 挪用$0
pecuniary 金钱的$0
peddle 兜售$0
peek 偷看$0
peep 瞥见，偷看；初现$0
peery 窥视的；好奇的；怀疑的$0
pelt 扔；毛皮$0
pendent 吊着的，悬挂的$0
penetration 穿透；洞察力$0
pension 养老金，退休金$0
pensive 沉思的；愁眉苦脸的$0
penumbra 半明半暗之处；边缘部分$0
peptic 产生胃酶的，助消化的$0
percolate 过滤出；渗透$0
percussion 敲击乐器$0
perigee 近地点$0
periphrastic 迂回的，冗赘的$0
perishable 易腐败的；易腐败的东西$0
persnickety 势利的；挑剔的$0
personage 名人；角色$0
perverse 不合适的，刚愎自用的，故意作对的$0
pervert 使堕落；误用；歪曲$0
pesky 讨厌的，烦人的$0
pettish 易怒的，使性子的$0
pharisaic 伪善，伪装虔诚的$0
phial 小瓶$0
philology 语文学，文学语言学$0
phobia 恐惧症$0
phony 假的，伪造的$0
piazza 阳台；广场$0
piebald 花斑的，斑驳的$0
piecemeal 一件一件的，零碎的$0
pier 桥墩；码头$0
pilfer 偷窃$0
pillage 抢劫，掠夺$0
pincers 钳子，镊子$0
piscatorial 捕鱼的，渔民的$0
pitiless 无情的，冷酷的，无怜悯心的$0
pivot 枢轴，中心；旋转$0
plank 厚木板；要点$0
plaza 广场；集市$0
plebeian 平民；平民的$0
plenary 全权的；全体出席的$0
plentitude 充分$0
pleonastic 啰嗦的$0
pliers 钳子$0
plump 颇胖的，丰满的$0
poach 偷猎，窃取$0
poltroon 懦夫$0
polyandry 一妻多夫制$0
polyglot 通宵多种语言的$0
polymath 知识广博者$0
pony 小型马$0
porcine 猪的，似猪的$0
porridge 麦片粥$0
portable 轻便的，手提式的$0
portend 预兆，预示$0
positiveness 肯定，确信$0
posterior 较后的$0
postscript 附言，后记$0
potboiler 粗制滥造的文艺作品$0
prance 昂首阔步$0
prefigure 预示；预想$0
prehensile 能抓东西的，能缠绕东西的$0
prepoonderant 以重胜的，优势的，压倒性的$0
prepossessing 给人好感的$0
presentiment 预感，预觉$0
presumable 可能的，可假定的$0
pretence 虚伪；借口$0
prevision 先见，预感$0
prick 小刺；刺痛；刺伤；戳穿$0
prickle 刺，棘；刺痛$0
prig 自命不凡者，道学先生$0
prissy 谨小慎微的，神经质的，为小事挂虑的$0
procreate 生育$0
procrustean 强求一致的$0
progenitor 祖先，始祖$0
prognosticate 预测，预示$0
proofread 校对$0
prorogue 休会；延期$0
protrude 突出，伸出$0
proverbially 无人不知地$0
psalm 赞美诗，圣诗$0
puberty 青春期$0
puffery 极力称赞，夸大的广告，吹捧$0
pullulate 繁殖；剧增$0
pulpit 讲坛$0
pulsate 有规律地振动$0
pulsation 脉动，跳动，有节奏的鼓动$0
pummel 接连地打，打击$0
purblind 愚钝的；视力不佳的$0
purport 意义，涵义$0
purse 缩拢或撅起；钱包$0
putative 公认的，普遍认为的$0
putrefy 使腐烂$0
putrid 腐臭的$0
pygmy 矮人，侏儒$0
pyromania 纵火狂$0
quadruangle 四边形$0
quadruped 四足兽$0
quagmire 沼泽地；困境$0
qualm 疑惧；紧张不安$0
queasy 令人恶心的；充满疑虑的$0
queer 奇怪的，疯狂的$0
query 质问，疑问，询问$0
quintessence 完美的榜样；精华$0
quip 俏皮话，妙语$0
racketeer 敲诈者，获取不正当钱财的人$0
raillery 善意的嘲弄$0
rapscallion 流氓，恶棍$0
rasp 发出刺耳的声音$0
ratify 批准$0
ravish 迷住；抢夺$0
rebarbative 令人讨厌的，冒犯人的$0
reckon 推断，估计；猜想，设想$0
recline 斜倚，躺卧$0
reconnoiter 侦察，勘察$0
reedy 长满芦苇的；高而尖的$0
regal 帝王的；华丽的$0
regent 摄政者$0
regiment 团；严格控制$0
reincarnate 使化身，转生$0
rejoin 回答，答辩$0
rejoinder 回答$0
remission 宽恕，赦免$0
remit 免除；宽恕；汇款$0
remittance 汇款$0
remittent 间歇性的，忽好忽坏的$0
remonstrance 抗议，抱怨$0
remonstrate 抗议；规劝$0
remunerate 报酬，补偿$0
renascent 再生的，复活的$0
rendition 表演，扮演；演奏，演唱$0
renunciate 放弃$0
repent 懊悔，后悔$0
replica 复制品$0
reportage 报道，报道的消息，报告文学$0
repository 贮藏室，仓库$0
rescript 公告，法令；重抄$0
reshuffle 再洗牌；改组$0
restorative 恢复健康的$0
resurge 复活$0
retention 保留，保持$0
retentive 有记忆力的$0
reticulation 网目，网状$0
retrenchment 节省，削减$0
retroactive 溯及既往的，有追溯效力的$0
reversion 返回；逆转$0
revulsion 厌恶，憎恶；剧烈反应$0
rhapsody 赞美之词；狂想曲$0
riffle 涟漪$0
riffraff 乌合之众，群氓$0
rigmarole 冗长的废话$0
rinse 以清水冲洗，漂洗$0
rip 撕裂，撕碎$0
roister 喝酒喧哗$0
rollicking 欢闹的$0
rosy 玫瑰色的；美好的；乐观的；健康的$0
rote 死记硬背$0
rotund 圆胖的；洪亮的$0
roundabout 绕远道的，转弯抹角的$0
rout 大败，溃败$0
rove 流浪，漂泊$0
rowdy 吵闹的；粗暴的$0
rubble 碎石，瓦砾$0
ruck 皱褶；普通群众$0
rucksack 背包$0
ruddy 红润的，红色的$0
rumble 发出低沉的隆隆声音$0
ruminate 反刍；深思$0
rustle 发出轻而爽的声音$0
rustler 偷牛贼$0
saccharine 娇媚的；娇滴滴的$0
sack 粗布袋；掠夺$0
sacrament 圣礼，圣事$0
sadistic 施虐狂的，性施虐狂的$0
safe 保险柜；冷藏室，饭厨$0
saga 英雄故事，长篇小说$0
saliferous 含盐的，产盐的$0
sanatorium 疗养院，休养所$0
sangfroid 沉着，临危不惧$0
sanitary 卫生的，清洁的$0
sapling 树苗；年轻人$0
sardonic 嘲笑的$0
satanic 穷凶极恶的$0
sated 厌腻的$0
scab 创口上所结的疤、痂$0
scabrous 粗糙的$0
scads 大量，巨额$0
scald 烫，用沸水消毒；烫伤$0
